Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:464
Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:473


Warning (60/203) from HOOPS routine 'Update_Display' -

	  This copy of HOOPS has not been licensed for commercial
	  development or distribution purposes.	 Copying is prohibited.
	  To obtain rights to develop and/or distribute applications
	  based on HOOPS, please contact Tech Soft 3D at
	  510-883-2180 or email hoops@techsoft3d.com
Time for 8511000 slices:15352.482289
Time for 8512000 slices:15352.711762
Time for 8513000 slices:15352.946353
Time for 8514000 slices:15353.168608
Time for 8515000 slices:15353.403286
Time for 8516000 slices:15353.633596
Time for 8517000 slices:15353.865605
Time for 8518000 slices:15354.098656
Time for 8519000 slices:15354.334554
Time for 8520000 slices:15354.573032
Time for 8521000 slices:15354.827614
Time for 8522000 slices:15355.105395
Time for 8523000 slices:15355.370391
Time for 8524000 slices:15355.637513
Time for 8525000 slices:15355.905274
Time for 8526000 slices:15356.174016
Time for 8527000 slices:15379.814492
Time for 8528000 slices:15380.036639
Time for 8529000 slices:15380.258305
Time for 8530000 slices:15380.528578
Time for 8531000 slices:15380.757399
Time for 8532000 slices:15380.971660
Time for 8533000 slices:15381.188093
Time for 8534000 slices:15381.398720
Time for 8535000 slices:15381.612955
Time for 8536000 slices:15381.845081
Time for 8537000 slices:15382.080986
Time for 8538000 slices:15382.311373
Time for 8539000 slices:15382.534216
Time for 8540000 slices:15382.760162
Time for 8541000 slices:15382.989912
Time for 8542000 slices:15383.226650
Time for 8543000 slices:15383.467616
Time for 8544000 slices:15383.704096
Time for 8545000 slices:15383.961262
Time for 8546000 slices:15384.215040
Time for 8547000 slices:15384.457855
Time for 8548000 slices:15384.700121
Time for 8549000 slices:15384.959210
Time for 8550000 slices:15385.215615
Time for 8551000 slices:15385.470431
Time for 8552000 slices:15385.724717
Time for 8553000 slices:15385.972191
Time for 8554000 slices:15409.792475
Time for 8555000 slices:15410.004362
Time for 8556000 slices:15410.214311
Time for 8557000 slices:15410.421647
Time for 8558000 slices:15410.639135
Time for 8559000 slices:15410.864377
Time for 8560000 slices:15411.081012
Time for 8561000 slices:15411.295375
Time for 8562000 slices:15411.515068
Time for 8563000 slices:15411.732201
Time for 8564000 slices:15411.959606
Time for 8565000 slices:15412.182389
Time for 8566000 slices:15412.414369
Time for 8567000 slices:15412.653177
Time for 8568000 slices:15412.900618
Time for 8569000 slices:15413.142401
Time for 8570000 slices:15413.382302
Time for 8571000 slices:15413.610756
Time for 8572000 slices:15413.845499
Time for 8573000 slices:15414.082659
Time for 8574000 slices:15414.351270
Time for 8575000 slices:15414.608221
Time for 8576000 slices:15414.860046
Time for 8577000 slices:15415.114335
Time for 8578000 slices:15415.379467
Time for 8579000 slices:15415.630107
Time for 8580000 slices:15415.890266
Time for 8581000 slices:15439.744775
Time for 8582000 slices:15439.948932
Time for 8583000 slices:15440.147370
Time for 8584000 slices:15440.350296
Time for 8585000 slices:15440.557560
Time for 8586000 slices:15440.760126
Time for 8587000 slices:15440.963741
Time for 8588000 slices:15441.170547
Time for 8589000 slices:15441.382501
Time for 8590000 slices:15441.589823
Time for 8591000 slices:15441.808501
Time for 8592000 slices:15442.031883
Time for 8593000 slices:15442.261632
Time for 8594000 slices:15442.493624
Time for 8595000 slices:15442.730238
Time for 8596000 slices:15442.959795
Time for 8597000 slices:15443.186134
Time for 8598000 slices:15443.427850
Time for 8599000 slices:15443.668813
Time for 8600000 slices:15443.909690
Time for 8601000 slices:15444.211177
Time for 8602000 slices:15444.461381
Time for 8603000 slices:15444.705731
Time for 8604000 slices:15444.951382
Time for 8605000 slices:15445.206263
Time for 8606000 slices:15445.458789
Time for 8607000 slices:15445.727101
Time for 8608000 slices:15445.980550
Time for 8609000 slices:15469.717608
Time for 8610000 slices:15469.917683
Time for 8611000 slices:15470.112615
Time for 8612000 slices:15470.321081
Time for 8613000 slices:15470.534815
Time for 8614000 slices:15470.766906
Time for 8615000 slices:15470.991094
Time for 8616000 slices:15471.221584
Time for 8617000 slices:15471.445635
Time for 8618000 slices:15471.666703
Time for 8619000 slices:15471.894169
Time for 8620000 slices:15472.107804
Time for 8621000 slices:15472.331836
Time for 8622000 slices:15472.551039
Time for 8623000 slices:15472.786438
Time for 8624000 slices:15473.029917
Time for 8625000 slices:15473.280439
Time for 8626000 slices:15473.531902
Time for 8627000 slices:15473.778890
Time for 8628000 slices:15474.031789
Time for 8629000 slices:15474.285481
Time for 8630000 slices:15474.553831
Time for 8631000 slices:15474.831035
Time for 8632000 slices:15475.093317
Time for 8633000 slices:15475.366062
Time for 8634000 slices:15475.633428
Time for 8635000 slices:15475.927571
Time for 8636000 slices:15499.548086
Time for 8637000 slices:15499.771498
Time for 8638000 slices:15499.984654
Time for 8639000 slices:15500.205369
Time for 8640000 slices:15500.417653
Time for 8641000 slices:15500.632752
Time for 8642000 slices:15500.855123
Time for 8643000 slices:15501.086575
Time for 8644000 slices:15501.392837
Time for 8645000 slices:15501.625363
Time for 8646000 slices:15501.853482
Time for 8647000 slices:15502.079359
Time for 8648000 slices:15502.317407
Time for 8649000 slices:15502.551223
Time for 8650000 slices:15502.790377
Time for 8651000 slices:15503.039988
Time for 8652000 slices:15503.286373
Time for 8653000 slices:15503.546440
Time for 8654000 slices:15503.793267
Time for 8655000 slices:15504.042544
Time for 8656000 slices:15504.299215
Time for 8657000 slices:15504.563431
Time for 8658000 slices:15504.834385
Time for 8659000 slices:15505.105948
Time for 8660000 slices:15505.380842
Time for 8661000 slices:15505.649017
Time for 8662000 slices:15505.920648
Time for 8663000 slices:15506.193918
Time for 8664000 slices:15506.464364
Time for 8665000 slices:15530.130362
Time for 8666000 slices:15530.336865
Time for 8667000 slices:15530.545895
Time for 8668000 slices:15530.768070
Time for 8669000 slices:15530.982045
Time for 8670000 slices:15531.202145
Time for 8671000 slices:15531.430434
Time for 8672000 slices:15531.665324
Time for 8673000 slices:15531.947282
Time for 8674000 slices:15532.197217
Time for 8675000 slices:15532.441013
Time for 8676000 slices:15532.684974
Time for 8677000 slices:15532.920229
Time for 8678000 slices:15533.165723
Time for 8679000 slices:15533.414674
Time for 8680000 slices:15533.662393
Time for 8681000 slices:15533.926788
Time for 8682000 slices:15534.188191
Time for 8683000 slices:15534.443810
Time for 8684000 slices:15534.694468
Time for 8685000 slices:15534.967255
Time for 8686000 slices:15535.228668
Time for 8687000 slices:15535.503306
Time for 8688000 slices:15535.787476
Time for 8689000 slices:15536.069353
Time for 8690000 slices:15536.355581
Time for 8691000 slices:15536.652872
Time for 8692000 slices:15560.538166
Time for 8693000 slices:15560.746028
Time for 8694000 slices:15560.954290
Time for 8695000 slices:15561.170006
Time for 8696000 slices:15561.388642
Time for 8697000 slices:15561.613568
Time for 8698000 slices:15561.831662
Time for 8699000 slices:15562.052542
Time for 8700000 slices:15562.281461
Time for 8701000 slices:15562.521833
Time for 8702000 slices:15562.746104
Time for 8703000 slices:15562.981843
Time for 8704000 slices:15563.229084
Time for 8705000 slices:15563.471585
Time for 8706000 slices:15563.712968
Time for 8707000 slices:15563.953830
Time for 8708000 slices:15564.203589
Time for 8709000 slices:15564.467504
Time for 8710000 slices:15564.721788
Time for 8711000 slices:15564.985946
Time for 8712000 slices:15565.246716
Time for 8713000 slices:15565.531953
Time for 8714000 slices:15565.816900
Time for 8715000 slices:15566.141642
Time for 8716000 slices:15566.430605
Time for 8717000 slices:15566.712884
Time for 8718000 slices:15590.555817
Time for 8719000 slices:15590.754831
Time for 8720000 slices:15590.949960
Time for 8721000 slices:15591.142919
Time for 8722000 slices:15591.335688
Time for 8723000 slices:15591.532764
Time for 8724000 slices:15591.735852
Time for 8725000 slices:15591.939119
Time for 8726000 slices:15592.146994
Time for 8727000 slices:15592.360538
Time for 8728000 slices:15592.571132
Time for 8729000 slices:15592.787684
Time for 8730000 slices:15593.003885
Time for 8731000 slices:15593.216876
Time for 8732000 slices:15593.430642
Time for 8733000 slices:15593.644033
Time for 8734000 slices:15593.862237
Time for 8735000 slices:15594.084211
Time for 8736000 slices:15594.308435
Time for 8737000 slices:15594.539682
Time for 8738000 slices:15594.778149
Time for 8739000 slices:15595.014442
Time for 8740000 slices:15595.257283
Time for 8741000 slices:15595.501598
Time for 8742000 slices:15595.760882
Time for 8743000 slices:15596.034878
Time for 8744000 slices:15596.358740
Time for 8745000 slices:15596.617149
Time for 8746000 slices:15620.282952
Time for 8747000 slices:15620.479173
Time for 8748000 slices:15620.665988
Time for 8749000 slices:15620.852860
Time for 8750000 slices:15621.044706
Time for 8751000 slices:15621.237838
Time for 8752000 slices:15621.433532
Time for 8753000 slices:15621.630338
Time for 8754000 slices:15621.832682
Time for 8755000 slices:15622.043124
Time for 8756000 slices:15622.244410
Time for 8757000 slices:15622.441549
Time for 8758000 slices:15622.645330
Time for 8759000 slices:15622.849887
Time for 8760000 slices:15623.060603
Time for 8761000 slices:15623.271231
Time for 8762000 slices:15623.499400
Time for 8763000 slices:15623.730795
Time for 8764000 slices:15623.966736
Time for 8765000 slices:15624.214071
Time for 8766000 slices:15624.454778
Time for 8767000 slices:15624.695775
Time for 8768000 slices:15624.941302
Time for 8769000 slices:15625.193612
Time for 8770000 slices:15625.443053
Time for 8771000 slices:15625.699582
Time for 8772000 slices:15625.959367
Time for 8773000 slices:15649.703789
Time for 8774000 slices:15649.911809
Time for 8775000 slices:15650.115183
Time for 8776000 slices:15650.317625
Time for 8777000 slices:15650.524860
Time for 8778000 slices:15650.739953
Time for 8779000 slices:15650.949158
Time for 8780000 slices:15651.152324
Time for 8781000 slices:15651.361475
Time for 8782000 slices:15651.572104
Time for 8783000 slices:15651.789161
Time for 8784000 slices:15652.005367
Time for 8785000 slices:15652.280551
Time for 8786000 slices:15652.512970
Time for 8787000 slices:15652.736695
Time for 8788000 slices:15652.967996
Time for 8789000 slices:15653.189113
Time for 8790000 slices:15653.420591
Time for 8791000 slices:15653.654306
Time for 8792000 slices:15653.904449
Time for 8793000 slices:15654.145638
Time for 8794000 slices:15654.375665
Time for 8795000 slices:15654.619085
Time for 8796000 slices:15654.874691
Time for 8797000 slices:15655.123623
Time for 8798000 slices:15655.375492
Time for 8799000 slices:15655.622795
Time for 8800000 slices:15655.875215
Time for 8801000 slices:15656.134357
Time for 8802000 slices:15679.845915
Time for 8803000 slices:15680.037820
Time for 8804000 slices:15680.244898
Time for 8805000 slices:15680.443987
Time for 8806000 slices:15680.647781
Time for 8807000 slices:15680.865129
Time for 8808000 slices:15681.076243
Time for 8809000 slices:15681.294499
Time for 8810000 slices:15681.522820
Time for 8811000 slices:15681.739604
Time for 8812000 slices:15681.957309
Time for 8813000 slices:15682.191323
Time for 8814000 slices:15682.425950
Time for 8815000 slices:15682.701819
Time for 8816000 slices:15682.947801
Time for 8817000 slices:15683.192496
Time for 8818000 slices:15683.426932
Time for 8819000 slices:15683.673741
Time for 8820000 slices:15683.936590
Time for 8821000 slices:15684.183904
Time for 8822000 slices:15684.438645
Time for 8823000 slices:15684.686462
Time for 8824000 slices:15684.934546
Time for 8825000 slices:15685.198628
Time for 8826000 slices:15685.451598
Time for 8827000 slices:15685.710760
Time for 8828000 slices:15685.966228
Time for 8829000 slices:15686.227070
Time for 8830000 slices:15686.484961
Time for 8831000 slices:15710.120914
Time for 8832000 slices:15710.325170
Time for 8833000 slices:15710.536328
Time for 8834000 slices:15710.744435
Time for 8835000 slices:15710.949411
Time for 8836000 slices:15711.158347
Time for 8837000 slices:15711.369476
Time for 8838000 slices:15711.592665
Time for 8839000 slices:15711.818548
Time for 8840000 slices:15712.040936
Time for 8841000 slices:15712.275787
Time for 8842000 slices:15712.498079
Time for 8843000 slices:15712.724270
Time for 8844000 slices:15712.949185
Time for 8845000 slices:15713.176536
Time for 8846000 slices:15713.415006
Time for 8847000 slices:15713.672602
Time for 8848000 slices:15713.929012
Time for 8849000 slices:15714.183121
Time for 8850000 slices:15714.431800
Time for 8851000 slices:15714.673448
Time for 8852000 slices:15714.934856
Time for 8853000 slices:15715.239598
Time for 8854000 slices:15715.521131
Time for 8855000 slices:15715.822016
Time for 8856000 slices:15716.137638
Time for 8857000 slices:15739.725427
Time for 8858000 slices:15739.929213
Time for 8859000 slices:15740.134611
Time for 8860000 slices:15740.331606
Time for 8861000 slices:15740.540659
Time for 8862000 slices:15740.747988
Time for 8863000 slices:15740.967784
Time for 8864000 slices:15741.198870
Time for 8865000 slices:15741.424555
Time for 8866000 slices:15741.666020
Time for 8867000 slices:15741.866532
Time for 8868000 slices:15742.067506
Time for 8869000 slices:15742.276569
Time for 8870000 slices:15742.488908
Time for 8871000 slices:15742.705669
Time for 8872000 slices:15742.920661
Time for 8873000 slices:15743.144330
Time for 8874000 slices:15743.365882
Time for 8875000 slices:15743.600551
Time for 8876000 slices:15743.823489
Time for 8877000 slices:15744.049350
Time for 8878000 slices:15744.277904
Time for 8879000 slices:15744.515778
Time for 8880000 slices:15744.766797
Time for 8881000 slices:15745.010582
Time for 8882000 slices:15745.268101
Time for 8883000 slices:15745.510224
Time for 8884000 slices:15769.291393
Time for 8885000 slices:15769.499194
Time for 8886000 slices:15769.753594
Time for 8887000 slices:15769.960644
Time for 8888000 slices:15770.156701
Time for 8889000 slices:15770.375457
Time for 8890000 slices:15770.576017
Time for 8891000 slices:15770.793809
Time for 8892000 slices:15771.009013
Time for 8893000 slices:15771.235087
Time for 8894000 slices:15771.460516
Time for 8895000 slices:15771.666468
Time for 8896000 slices:15771.878855
Time for 8897000 slices:15772.109159
Time for 8898000 slices:15772.344734
Time for 8899000 slices:15772.568231
Time for 8900000 slices:15772.797584
Time for 8901000 slices:15773.030330
Time for 8902000 slices:15773.264366
Time for 8903000 slices:15773.501674
Time for 8904000 slices:15773.726442
Time for 8905000 slices:15773.958660
Time for 8906000 slices:15774.193888
Time for 8907000 slices:15774.436924
Time for 8908000 slices:15774.684061
Time for 8909000 slices:15774.938337
Time for 8910000 slices:15775.203072
Time for 8911000 slices:15775.467793
Time for 8912000 slices:15799.271493
Time for 8913000 slices:15799.471174
Time for 8914000 slices:15799.680524
Time for 8915000 slices:15799.890821
Time for 8916000 slices:15800.104577
Time for 8917000 slices:15800.310468
Time for 8918000 slices:15800.511578
Time for 8919000 slices:15800.722165
Time for 8920000 slices:15800.947406
Time for 8921000 slices:15801.172383
Time for 8922000 slices:15801.388731
Time for 8923000 slices:15801.602584
Time for 8924000 slices:15801.822245
Time for 8925000 slices:15802.042822
Time for 8926000 slices:15802.306514
Time for 8927000 slices:15802.548377
Time for 8928000 slices:15802.792626
Time for 8929000 slices:15803.044157
Time for 8930000 slices:15803.306756
Time for 8931000 slices:15803.552384
Time for 8932000 slices:15803.801849
Time for 8933000 slices:15804.057106
Time for 8934000 slices:15804.315329
Time for 8935000 slices:15804.579909
Time for 8936000 slices:15804.835504
Time for 8937000 slices:15805.094940
Time for 8938000 slices:15805.353920
Time for 8939000 slices:15805.623198
Time for 8940000 slices:15805.886266
Time for 8941000 slices:15829.685336
Time for 8942000 slices:15829.890079
Time for 8943000 slices:15830.096618
Time for 8944000 slices:15830.295843
Time for 8945000 slices:15830.497484
Time for 8946000 slices:15830.705525
Time for 8947000 slices:15830.916947
Time for 8948000 slices:15831.132457
Time for 8949000 slices:15831.343891
Time for 8950000 slices:15831.554131
Time for 8951000 slices:15831.769014
Time for 8952000 slices:15831.993630
Time for 8953000 slices:15832.222592
Time for 8954000 slices:15832.453566
Time for 8955000 slices:15832.692634
Time for 8956000 slices:15832.946368
Time for 8957000 slices:15833.231362
Time for 8958000 slices:15833.482606
Time for 8959000 slices:15833.728220
Time for 8960000 slices:15833.966188
Time for 8961000 slices:15834.212646
Time for 8962000 slices:15834.466611
Time for 8963000 slices:15834.741661
Time for 8964000 slices:15835.011079
Time for 8965000 slices:15835.285525
Time for 8966000 slices:15835.567691
Time for 8967000 slices:15835.850811
Time for 8968000 slices:15836.128206
Time for 8969000 slices:15836.402586
Time for 8970000 slices:15860.130217
Time for 8971000 slices:15860.356395
Time for 8972000 slices:15860.567124
Time for 8973000 slices:15860.776304
Time for 8974000 slices:15860.986139
Time for 8975000 slices:15861.218146
Time for 8976000 slices:15861.460247
Time for 8977000 slices:15861.691882
Time for 8978000 slices:15861.916001
Time for 8979000 slices:15862.141773
Time for 8980000 slices:15862.384206
Time for 8981000 slices:15862.627704
Time for 8982000 slices:15862.866982
Time for 8983000 slices:15863.103185
Time for 8984000 slices:15863.350795
Time for 8985000 slices:15863.610635
Time for 8986000 slices:15863.867053
Time for 8987000 slices:15864.119347
Time for 8988000 slices:15864.378043
Time for 8989000 slices:15864.628973
Time for 8990000 slices:15864.892980
Time for 8991000 slices:15865.158241
Time for 8992000 slices:15865.417775
Time for 8993000 slices:15865.682882
Time for 8994000 slices:15865.948427
Time for 8995000 slices:15866.220680
Time for 8996000 slices:15866.526458
Time for 8997000 slices:15866.814231
Time for 8998000 slices:15890.622634
Time for 8999000 slices:15890.850989
Time for 9000000 slices:15891.069967
Time for 9001000 slices:15891.293870
Time for 9002000 slices:15891.523281
Time for 9003000 slices:15891.756518
Time for 9004000 slices:15891.989141
Time for 9005000 slices:15892.226613
Time for 9006000 slices:15892.459786
Time for 9007000 slices:15892.698289
Time for 9008000 slices:15892.934017
Time for 9009000 slices:15893.170352
Time for 9010000 slices:15893.412725
Time for 9011000 slices:15893.651336
Time for 9012000 slices:15893.902260
Time for 9013000 slices:15894.146407
Time for 9014000 slices:15894.398522
Time for 9015000 slices:15894.620342
Time for 9016000 slices:15894.846180
Time for 9017000 slices:15895.072491
Time for 9018000 slices:15895.299512
Time for 9019000 slices:15895.549900
Time for 9020000 slices:15895.799402
Time for 9021000 slices:15896.057121
Time for 9022000 slices:15896.298881
Time for 9023000 slices:15896.539923
Time for 9024000 slices:15896.789093
Time for 9025000 slices:15920.410151
Time for 9026000 slices:15920.604852
Time for 9027000 slices:15920.800101
Time for 9028000 slices:15921.017364
Time for 9029000 slices:15921.239089
Time for 9030000 slices:15921.459518
Time for 9031000 slices:15921.686012
Time for 9032000 slices:15921.898928
Time for 9033000 slices:15922.107901
Time for 9034000 slices:15922.310942
Time for 9035000 slices:15922.523395
Time for 9036000 slices:15922.736464
Time for 9037000 slices:15922.964729
Time for 9038000 slices:15923.198126
Time for 9039000 slices:15923.435878
Time for 9040000 slices:15923.679353
Time for 9041000 slices:15923.920624
Time for 9042000 slices:15924.164673
Time for 9043000 slices:15924.407208
Time for 9044000 slices:15924.653740
Time for 9045000 slices:15924.905493
Time for 9046000 slices:15925.160233
Time for 9047000 slices:15925.414430
Time for 9048000 slices:15925.665793
Time for 9049000 slices:15925.915388
Time for 9050000 slices:15926.160662
Time for 9051000 slices:15926.423714
Time for 9052000 slices:15926.666154
Time for 9053000 slices:15950.307762
Time for 9054000 slices:15950.514252
Time for 9055000 slices:15950.724959
Time for 9056000 slices:15950.941054
Time for 9057000 slices:15951.160943
Time for 9058000 slices:15951.382541
Time for 9059000 slices:15951.584100
Time for 9060000 slices:15951.791549
Time for 9061000 slices:15951.998872
Time for 9062000 slices:15952.210145
Time for 9063000 slices:15952.424402
Time for 9064000 slices:15952.636929
Time for 9065000 slices:15952.865678
Time for 9066000 slices:15953.102839
Time for 9067000 slices:15953.395908
Time for 9068000 slices:15953.637783
Time for 9069000 slices:15953.866391
Time for 9070000 slices:15954.104074
Time for 9071000 slices:15954.344990
Time for 9072000 slices:15954.585630
Time for 9073000 slices:15954.834681
Time for 9074000 slices:15955.087239
Time for 9075000 slices:15955.336902
Time for 9076000 slices:15955.600550
Time for 9077000 slices:15955.866955
Time for 9078000 slices:15956.137081
Time for 9079000 slices:15956.393968
Time for 9080000 slices:15956.652152
Time for 9081000 slices:15980.448957
Time for 9082000 slices:15980.668973
Time for 9083000 slices:15980.885298
Time for 9084000 slices:15981.090194
Time for 9085000 slices:15981.301391
Time for 9086000 slices:15981.520833
Time for 9087000 slices:15981.730482
Time for 9088000 slices:15981.956412
Time for 9089000 slices:15982.171824
Time for 9090000 slices:15982.398053
Time for 9091000 slices:15982.618612
Time for 9092000 slices:15982.842323
Time for 9093000 slices:15983.073288
Time for 9094000 slices:15983.310046
Time for 9095000 slices:15983.537504
Time for 9096000 slices:15983.768567
Time for 9097000 slices:15984.002270
Time for 9098000 slices:15984.242543
Time for 9099000 slices:15984.493855
Time for 9100000 slices:15984.793930
Time for 9101000 slices:15985.053681
Time for 9102000 slices:15985.304967
Time for 9103000 slices:15985.562795
Time for 9104000 slices:15985.833436
Time for 9105000 slices:15986.085528
Time for 9106000 slices:15986.338073
Time for 9107000 slices:15986.606293
Time for 9108000 slices:15986.872520
Time for 9109000 slices:15987.148189
Time for 9110000 slices:16010.877468
Time for 9111000 slices:16011.091037
Time for 9112000 slices:16011.299345
Time for 9113000 slices:16011.508915
Time for 9114000 slices:16011.711594
Time for 9115000 slices:16011.922992
Time for 9116000 slices:16012.148461
Time for 9117000 slices:16012.374310
Time for 9118000 slices:16012.607191
Time for 9119000 slices:16012.834040
Time for 9120000 slices:16013.070732
Time for 9121000 slices:16013.305463
Time for 9122000 slices:16013.541045
Time for 9123000 slices:16013.782800
Time for 9124000 slices:16014.039257
Time for 9125000 slices:16014.294863
Time for 9126000 slices:16014.529052
Time for 9127000 slices:16014.770791
Time for 9128000 slices:16015.024827
Time for 9129000 slices:16015.288936
Time for 9130000 slices:16015.560518
Time for 9131000 slices:16015.838332
Time for 9132000 slices:16016.114315
Time for 9133000 slices:16016.375820
Time for 9134000 slices:16016.629146
Time for 9135000 slices:16016.885021
Time for 9136000 slices:16017.158349
Time for 9137000 slices:16017.483476
Time for 9138000 slices:16041.312405
Time for 9139000 slices:16041.539017
Time for 9140000 slices:16041.751110
Time for 9141000 slices:16041.960038
Time for 9142000 slices:16042.165921
Time for 9143000 slices:16042.376500
Time for 9144000 slices:16042.583826
Time for 9145000 slices:16042.793701
Time for 9146000 slices:16043.008667
Time for 9147000 slices:16043.226554
Time for 9148000 slices:16043.452241
Time for 9149000 slices:16043.677372
Time for 9150000 slices:16043.919293
Time for 9151000 slices:16044.173147
Time for 9152000 slices:16044.427099
Time for 9153000 slices:16044.660856
Time for 9154000 slices:16044.908774
Time for 9155000 slices:16045.158190
Time for 9156000 slices:16045.417287
Time for 9157000 slices:16045.686095
Time for 9158000 slices:16045.955001
Time for 9159000 slices:16046.227462
Time for 9160000 slices:16046.495865
Time for 9161000 slices:16046.770659
Time for 9162000 slices:16047.046302
Time for 9163000 slices:16047.298550
Time for 9164000 slices:16070.870179
Time for 9165000 slices:16071.071867
Time for 9166000 slices:16071.269025
Time for 9167000 slices:16071.467957
Time for 9168000 slices:16071.672429
Time for 9169000 slices:16071.869765
Time for 9170000 slices:16072.089887
Time for 9171000 slices:16072.363703
Time for 9172000 slices:16072.585056
Time for 9173000 slices:16072.799069
Time for 9174000 slices:16073.011440
Time for 9175000 slices:16073.226724
Time for 9176000 slices:16073.450990
Time for 9177000 slices:16073.673335
Time for 9178000 slices:16073.899183
Time for 9179000 slices:16074.121006
Time for 9180000 slices:16074.347193
Time for 9181000 slices:16074.575333
Time for 9182000 slices:16074.813701
Time for 9183000 slices:16075.060530
Time for 9184000 slices:16075.322642
Time for 9185000 slices:16075.592010
Time for 9186000 slices:16075.850416
Time for 9187000 slices:16076.123934
Time for 9188000 slices:16076.388625
Time for 9189000 slices:16076.641892
Time for 9190000 slices:16076.895052
Time for 9191000 slices:16077.144210
Time for 9192000 slices:16100.898535
Time for 9193000 slices:16101.110969
Time for 9194000 slices:16101.330386
Time for 9195000 slices:16101.544368
Time for 9196000 slices:16101.751771
Time for 9197000 slices:16101.967693
Time for 9198000 slices:16102.190621
Time for 9199000 slices:16102.409880
Time for 9200000 slices:16102.631788
Time for 9201000 slices:16102.851987
Time for 9202000 slices:16103.072855
Time for 9203000 slices:16103.308732
Time for 9204000 slices:16103.552761
Time for 9205000 slices:16103.785799
Time for 9206000 slices:16104.024973
Time for 9207000 slices:16104.276215
Time for 9208000 slices:16104.594781
Time for 9209000 slices:16104.874943
Time for 9210000 slices:16105.145981
Time for 9211000 slices:16105.421492
Time for 9212000 slices:16105.682964
Time for 9213000 slices:16105.955141
Time for 9214000 slices:16106.229544
Time for 9215000 slices:16106.503137
Time for 9216000 slices:16106.778494
Time for 9217000 slices:16107.060995
Time for 9218000 slices:16107.349219
Time for 9219000 slices:16107.648478
Time for 9220000 slices:16131.590863
Time for 9221000 slices:16131.818860
Time for 9222000 slices:16132.048828
Time for 9223000 slices:16132.284237
Time for 9224000 slices:16132.511898
Time for 9225000 slices:16132.736723
Time for 9226000 slices:16132.966590
Time for 9227000 slices:16133.198697
Time for 9228000 slices:16133.437062
Time for 9229000 slices:16133.691494
Time for 9230000 slices:16133.955064
Time for 9231000 slices:16134.209523
Time for 9232000 slices:16134.471009
Time for 9233000 slices:16134.727302
Time for 9234000 slices:16134.987354
Time for 9235000 slices:16135.272241
Time for 9236000 slices:16135.552150
Time for 9237000 slices:16135.832787
Time for 9238000 slices:16136.117396
Time for 9239000 slices:16136.393477
Time for 9240000 slices:16136.679260
Time for 9241000 slices:16136.982891
Time for 9242000 slices:16137.312278
Time for 9243000 slices:16137.608102
Time for 9244000 slices:16137.905051
Time for 9245000 slices:16138.203076
Time for 9246000 slices:16138.497354
Time for 9247000 slices:16138.806485
Time for 9248000 slices:16139.109847
Time for 9249000 slices:16139.415975
Time for 9250000 slices:16162.882899
Time for 9251000 slices:16163.102703
Time for 9252000 slices:16163.323565
Time for 9253000 slices:16163.545788
Time for 9254000 slices:16163.781578
Time for 9255000 slices:16164.028055
Time for 9256000 slices:16164.272035
Time for 9257000 slices:16164.516805
Time for 9258000 slices:16164.766809
Time for 9259000 slices:16165.020982
Time for 9260000 slices:16165.269610
Time for 9261000 slices:16165.526521
Time for 9262000 slices:16165.800605
Time for 9263000 slices:16166.070858
Time for 9264000 slices:16166.336651
Time for 9265000 slices:16166.616897
Time for 9266000 slices:16166.914720
Time for 9267000 slices:16167.201514
Time for 9268000 slices:16167.493543
Time for 9269000 slices:16167.787149
Time for 9270000 slices:16168.074659
Time for 9271000 slices:16168.373262
Time for 9272000 slices:16168.691599
Time for 9273000 slices:16169.023529
Time for 9274000 slices:16169.329625
Time for 9275000 slices:16169.651793
Time for 9276000 slices:16169.968533
Time for 9277000 slices:16170.302323
Time for 9278000 slices:16170.695245
Time for 9279000 slices:16194.339705
Time for 9280000 slices:16194.567468
Time for 9281000 slices:16194.785952
Time for 9282000 slices:16195.016141
Time for 9283000 slices:16195.242868
Time for 9284000 slices:16195.492740
Time for 9285000 slices:16195.735527
Time for 9286000 slices:16195.980754
Time for 9287000 slices:16196.239457
Time for 9288000 slices:16196.486813
Time for 9289000 slices:16196.745608
Time for 9290000 slices:16197.007094
Time for 9291000 slices:16197.274228
Time for 9292000 slices:16197.533302
Time for 9293000 slices:16197.798692
Time for 9294000 slices:16198.069330
Time for 9295000 slices:16198.346363
Time for 9296000 slices:16198.647893
Time for 9297000 slices:16198.925619
Time for 9298000 slices:16199.216114
Time for 9299000 slices:16199.507855
Time for 9300000 slices:16199.802203
Time for 9301000 slices:16200.109496
Time for 9302000 slices:16200.418525
Time for 9303000 slices:16200.736095
Time for 9304000 slices:16224.490971
Time for 9305000 slices:16224.734183
Time for 9306000 slices:16224.975946
Time for 9307000 slices:16225.204911
Time for 9308000 slices:16225.439487
Time for 9309000 slices:16225.692293
Time for 9310000 slices:16225.938806
Time for 9311000 slices:16226.129918
Time for 9312000 slices:16226.326011
Time for 9313000 slices:16226.571868
Time for 9314000 slices:16226.786896
Time for 9315000 slices:16226.985718
Time for 9316000 slices:16227.184270
Time for 9317000 slices:16227.385193
Time for 9318000 slices:16227.590262
Time for 9319000 slices:16227.803949
Time for 9320000 slices:16228.000221
Time for 9321000 slices:16228.204674
